,sigma,Pd_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
34,0.2,1,-5,220.0,11.0,56,job__15_767755__220_000000__11_0,14550010,17.48521351,116.9984973703982,31.18211351,15.767754933808265,0.0792610800000019
35,0.2,1,-5,220.0,11.0,56,job__15_920840__220_000000__11_0,14550012,17.44716717,118.0443275732532,31.14406717,15.920839948218443,0.0016845899999999
36,0.2,1,-5,220.0,11.0,56,job__16_073925__220_000000__11_0,14550015,17.23834343,119.25244177310292,30.93524343,16.07392508110609,0.0024581499999989
37,0.2,1,-5,220.0,11.0,56,job__16_227010__220_000000__11_0,14550017,17.39215485,120.22614575507136,31.08905485,16.227010113148015,0.0038961899999989
38,0.2,1,-5,220.0,11.0,56,job__16_380095__220_000000__11_0,14550019,17.221243,121.39819684447784,30.918143,16.38009497254192,0.0016932700000005
39,0.2,1,-5,220.0,11.0,56,job__16_533180__220_000000__11_0,14550021,17.31127301,122.40495867768595,31.00817301,16.533179971471505,0.0060682800000009
40,0.2,1,-5,220.0,11.0,56,job__16_686265__220_000000__11_0,14550023,17.29348779,123.46882043576258,30.99038779,16.686265064426536,0.0082577599999993
41,0.2,1,-5,220.0,11.0,56,job__16_839350__220_000000__11_0,14550024,17.1731412,124.57325319308792,30.8700412,16.83935007265283,0.0017594699999996
42,0.2,1,-5,240.0,11.0,56,job__13_777650__240_000000__11_0,14550026,5.47958213,116.34936138241925,13.47718213,13.77764995072907,0.0286882400000001
43,0.2,1,-5,240.0,11.0,56,job__13_930735__240_000000__11_0,14550028,5.54916642,117.44928625093914,13.54676642,13.93073492588776,0.0001760199999996
44,0.2,1,-5,240.0,11.0,56,job__14_083820__240_000000__11_0,14550030,5.19393876,118.96393688955672,13.19153876,14.083819930869728,2.829999999676147e-06
45,0.2,1,-5,240.0,11.0,56,job__14_236905__240_000000__11_0,14550033,5.14009842,120.22614575507136,13.13769842,14.236905074072936,1.3049999999736883e-05
46,0.2,1,-5,240.0,11.0,56,job__14_389990__240_000000__11_0,14550035,5.14886241,121.39819684447784,13.14646241,14.389989939999356,0.0431591800000008
47,0.2,1,-5,240.0,11.0,56,job__14_543075__240_000000__11_0,14550038,5.2253576,122.49511645379414,13.2229576,14.543074898634806,0.01325237
48,0.2,1,-5,240.0,11.0,56,job__14_696160__240_000000__11_0,14550041,4.77121631,124.1404958677686,12.76881631,14.696159977431396,2.76000000010157e-06
49,0.2,1,-5,240.0,11.0,56,job__14_849245__240_000000__11_0,14550054,4.29554541,125.83546205860256,12.29314541,14.84924505609169,0.0555536200000004
50,0.2,1,-5,240.0,11.0,56,job__15_002330__240_000000__11_0,14550057,4.61470493,126.68294515401954,12.61230493,15.00233007103269,0.0578038499999999
51,0.2,1,-5,240.0,11.0,56,job__15_155415__240_000000__11_0,14550060,4.64113342,127.92712246431256,12.63873342,15.155414997935566,0.0166279999999998
52,0.2,1,-5,240.0,11.0,56,job__15_308500__240_000000__11_0,14550062,4.59363264,129.29752066115702,12.59123264,15.308500067444031,0.0002095000000004
53,0.2,1,-5,240.0,11.0,56,job__15_461585__240_000000__11_0,14550065,4.65748426,130.45154019534183,12.65508426,15.461585051942876,7.704000000074984e-05
54,0.2,1,-5,240.0,11.0,56,job__15_614670__240_000000__11_0,14550067,4.72874793,131.64162283996995,12.72634793,15.61466994133548,0.0191458200000003
55,0.2,1,-5,240.0,11.0,56,job__15_767755__240_000000__11_0,14550070,4.45265754,133.30052592036063,12.45025754,15.767754933808265,0.0198567800000004
56,0.2,1,-5,240.0,11.0,56,job__15_920840__240_000000__11_0,14550072,4.65629208,134.26220886551465,12.65389208,15.920839948218443,0.0002122800000003
57,0.2,1,-5,240.0,11.0,56,job__16_073925__240_000000__11_0,14550074,4.58095711,135.6145755071375,12.57855711,16.07392508110609,0.0784277300000004
58,0.2,1,-5,240.0,11.0,56,job__16_227010__240_000000__11_0,14550076,4.39142601,137.1472577009767,12.38902601,16.227010113148015,0.0802418400000002
59,0.2,1,-5,240.0,11.0,56,job__16_380095__240_000000__11_0,14550078,4.53687715,138.2877535687453,12.53447715,16.38009497254192,0.0230191700000004
60,0.2,1,-5,240.0,11.0,56,job__16_533180__240_000000__11_0,14550079,4.43741807,139.7663410969196,12.43501807,16.533179971471505,0.0845049100000006
61,0.2,1,-5,240.0,11.0,56,job__16_686265__240_000000__11_0,14550081,4.56063776,140.9023290758828,12.55823776,16.686265064426536,0.0241705700000007
62,0.2,1,-5,240.0,11.0,56,job__16_839350__240_000000__11_0,14550083,4.56717331,142.21863260706235,12.56477331,16.83935007265283,0.0001526600000003
63,0.2,1,-5,260.0,11.0,56,job__13_777650__260_000000__11_0,14550086,-0.38069723,131.11870773854244,3.92500277,13.77764995072907,6.003999999998344e-05
64,0.2,1,-5,260.0,11.0,56,job__13_930735__260_000000__11_0,14550088,-0.51805794,132.79564237415477,3.78764206,13.93073492588776,2.6759999999903528e-05
65,0.2,1,-5,260.0,11.0,56,job__14_083820__260_000000__11_0,14550090,-0.38824676,133.82945154019535,3.91745324,14.083819930869728,0.04686824
66,0.2,1,-5,260.0,11.0,56,job__14_236905__260_000000__11_0,14550093,-0.46436356,135.34410217881293,3.84133644,14.236905074072936,0.04893192
67,0.2,1,-5,260.0,11.0,56,job__14_389990__260_000000__11_0,14550096,-0.63785989,137.1472577009767,3.66784011,14.389989939999356,5.767999999994888e-05
68,0.2,1,-5,260.0,11.0,56,job__14_543075__260_000000__11_0,14550097,-0.64119079,138.6123215627348,3.66450921,14.543074898634806,7.97099999999551e-05
69,0.2,1,-5,260.0,11.0,56,job__14_696160__260_000000__11_0,14550100,-0.59643506,139.91059353869272,3.70926494,14.696159977431396,6.928999999999963e-05
70,0.2,1,-5,260.0,11.0,56,job__14_849245__260_000000__11_0,14550103,-0.57696903,141.31705484598046,3.72873097,14.84924505609169,0.0001167699999999
71,0.2,1,-5,260.0,11.0,56,job__15_002330__260_000000__11_0,14550106,-0.60394095,142.80465815176558,3.70175905,15.00233007103269,1.3990000000019265e-05
72,0.2,1,-5,260.0,11.0,56,job__15_155415__260_000000__11_0,14550108,-0.70385483,144.4815927873779,3.60184517,15.155414997935566,0.00011235
73,0.2,1,-5,260.0,11.0,56,job__15_308500__260_000000__11_0,14550111,-0.58473051,145.5815176558978,3.72096949,15.308500067444031,0.00011271
74,0.2,1,-5,260.0,11.0,56,job__15_461585__260_000000__11_0,14550113,-0.5788372,146.97595792637114,3.7268628,15.461585051942876,0.00011093
75,0.2,1,-5,260.0,11.0,56,job__15_614670__260_000000__11_0,14550116,-0.69167393,148.72501878287002,3.61402607,15.61466994133548,8.598000000004102e-05
76,0.2,1,-5,260.0,11.0,56,job__15_767755__260_000000__11_0,14550118,-0.65330753,150.04132231404958,3.65239247,15.767754933808265,0.0153376399999999
77,0.2,1,-5,260.0,11.0,56,job__15_920840__260_000000__11_0,14550121,-0.62927315,151.41172051089407,3.67642685,15.920839948218443,0.0158219699999999
78,0.2,1,-5,260.0,11.0,56,job__16_073925__260_000000__11_0,14550124,-0.62145307,152.89030803906837,3.68424693,16.07392508110609,9.16000000000805e-05
79,0.2,1,-5,260.0,11.0,56,job__16_227010__260_000000__11_0,14550127,-0.54802369,154.15702479338842,3.75767631,16.227010113148015,9.12099999998972e-05
80,0.2,1,-5,260.0,11.0,56,job__16_380095__260_000000__11_0,14550129,-0.67325939,155.9601803155522,3.63244061,16.38009497254192,5.240000000017453e-06
81,0.2,1,-5,260.0,11.0,56,job__16_533180__260_000000__11_0,14550131,-0.77020331,157.79939894815928,3.53549669,16.533179971471505,0.0001111299999999
82,0.2,1,-5,260.0,11.0,56,job__16_686265__260_000000__11_0,14550134,-0.61415682,158.809166040571,3.69154318,16.686265064426536,0.00010944
83,0.2,1,-5,260.0,11.0,56,job__16_839350__260_000000__11_0,14550137,-0.50655235,160.03531179564237,3.79914765,16.83935007265283,0.0001183799999999
84,0.2,1,-5,280.0,11.0,56,job__13_777650__280_000000__11_0,14550140,-2.4303365,146.519158527423,-0.3798365000000001,13.77764995072907,1.14803453
85,0.2,1,-5,280.0,11.0,56,job__13_930735__280_000000__11_0,14550142,-2.49966742,148.36438767843725,-0.4491674200000002,13.93073492588776,1.15282764
86,0.2,1,-5,280.0,11.0,56,job__14_083820__280_000000__11_0,14550145,-2.54427822,150.04132231404958,-0.4937782199999998,14.083819930869728,6.842999999978616e-05
87,0.2,1,-5,280.0,11.0,56,job__14_236905__280_000000__11_0,14550148,-2.52636704,151.41172051089407,-0.4758670399999998,14.236905074072936,7.275999999967198e-05
88,0.2,1,-5,280.0,11.0,56,job__14_389990__280_000000__11_0,14550150,-2.51405683,152.89030803906837,-0.4635568299999999,14.389989939999356,7.708000000006265e-05
89,0.2,1,-5,280.0,11.0,56,job__14_543075__280_000000__11_0,14550153,-2.56633858,154.7160030052592,-0.51583858,14.543074898634806,8.329000000006914e-05
90,0.2,1,-5,280.0,11.0,56,job__14_696160__280_000000__11_0,14550156,-2.59799706,156.46506386175807,-0.54749706,14.696159977431396,8.98199999999072e-05
91,0.2,1,-5,280.0,11.0,56,job__14_849245__280_000000__11_0,14550158,-2.6221514,158.25018782870023,-0.5716513999999999,14.84924505609169,9.496999999969448e-05
92,0.2,1,-5,280.0,11.0,56,job__15_002330__280_000000__11_0,14550161,-2.57884587,159.60255447032307,-0.5283458699999999,15.00233007103269,0.0001001099999999
93,0.2,1,-5,280.0,11.0,56,job__15_155415__280_000000__11_0,14550164,-2.58245178,161.23140495867767,-0.53195178,15.155414997935566,1.8739999999795032e-05
94,0.2,1,-5,280.0,11.0,56,job__15_308500__280_000000__11_0,14550166,-2.60880405,163.03456048084146,-0.5583040499999998,15.308500067444031,0.0001138599999999
95,0.2,1,-5,280.0,11.0,56,job__15_461585__280_000000__11_0,14550169,-2.51616486,164.09842223891812,-0.4656648599999999,15.461585051942876,0.02468102
96,0.2,1,-5,280.0,11.0,56,job__15_614670__280_000000__11_0,14550171,-2.57809344,166.0909090909091,-0.52759344,15.61466994133548,0.0001234700000001
97,0.2,1,-5,280.0,11.0,56,job__15_767755__280_000000__11_0,14550174,-2.5699621,167.7137490608565,-0.5194621000000001,15.767754933808265,1.2410539199999997
98,0.2,1,-5,280.0,11.0,56,job__15_920840__280_000000__11_0,14550188,-2.57083103,169.4267468069121,-0.5203310299999999,15.920839948218443,1.24587323
99,0.2,1,-5,280.0,11.0,56,job__16_073925__280_000000__11_0,14550190,-2.56861373,171.16228399699474,-0.51811373,16.07392508110609,0.0001367000000001
100,0.2,1,-5,280.0,11.0,56,job__16_227010__280_000000__11_0,14550193,-2.55646924,172.8031555221638,-0.5059692400000002,16.227010113148015,0.0001401800000002
101,0.2,1,-5,280.0,11.0,56,job__16_380095__280_000000__11_0,14550196,-2.56546449,174.5702479338843,-0.5149644900000001,16.38009497254192,0.0001560400000002
102,0.2,1,-5,280.0,11.0,56,job__16_533180__280_000000__11_0,14550198,-2.49297743,175.8204357625845,-0.4424774299999998,16.533179971471505,0.0001582399999997
103,0.2,1,-5,280.0,11.0,56,job__16_686265__280_000000__11_0,14550201,-2.47796638,177.49737039819684,-0.4274663799999998,16.686265064426536,3.1309999999784566e-05
104,0.2,1,-5,280.0,11.0,56,job__16_839350__280_000000__11_0,14550204,-2.45072085,179.01202103681442,-0.4002208500000002,16.83935007265283,0.0001711399999999
105,0.2,1,-5,300.0,11.0,56,job__13_777650__300_000000__11_0,14550207,-3.37625266,162.65589782118707,-2.29595266,13.77764995072907,5.9250000000066194e-05
106,0.2,1,-5,300.0,11.0,56,job__13_930735__300_000000__11_0,14550210,-3.37152454,164.09842223891812,-2.29122454,13.93073492588776,6.450999999962903e-05
