,sigma,Au_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
132,0.2,1,-5,320.0,11.0,56,job__17_259168__320_000000__11_0,14539892,-2.54851904,224.67693463561235,-2.35021904,17.259168100301405,0.0061046999999998
133,0.2,1,-5,320.0,11.0,56,job__17_438951__320_000000__11_0,14539894,-2.55438673,226.61081893313295,-2.35608673,17.43895088988555,0.0581977500000001
134,0.2,1,-5,320.0,11.0,56,job__17_618734__320_000000__11_0,14539896,-2.55890394,228.97295266716756,-2.36060394,17.61873402496699,0.0061191599999999
135,0.2,1,-5,320.0,11.0,56,job__17_798517__320_000000__11_0,14539897,-2.56149609,231.2449286250939,-2.36319609,17.798516894651115,0.0061165600000001
136,0.2,1,-5,320.0,11.0,56,job__17_978300__320_000000__11_0,14539899,-2.56288346,233.84147257700977,-2.36458346,17.978299963988007,0.0540748799999999
137,0.2,1,-5,320.0,11.0,56,job__18_158083__320_000000__11_0,14539901,-2.56184997,235.8069120961683,-2.36354997,18.15808296150213,0.05274738
138,0.2,1,-5,320.0,11.0,56,job__18_337866__320_000000__11_0,14539903,-2.56017651,238.4214876033058,-2.36187651,18.337865885509167,0.0060937700000001
139,0.2,1,-5,320.0,11.0,56,job__18_517649__320_000000__11_0,14539905,-2.55721071,241.0540946656649,-2.35891071,18.517648993743016,0.0501516999999998
140,0.2,1,-5,320.0,11.0,56,job__18_697432__320_000000__11_0,14539907,-2.55198397,242.98948159278737,-2.35368397,18.697431994219205,6.080000000041608e-05
141,0.2,1,-5,320.0,11.0,56,job__18_877215__320_000000__11_0,14539909,-2.54586886,245.1893313298272,-2.34756886,18.87721508127356,1.1027171999999998
142,0.2,1,-5,320.0,11.0,56,job__19_056998__320_000000__11_0,14539911,-2.53907562,247.72727272727272,-2.34077562,19.056998124961535,1.1062533799999996
143,0.2,1,-5,320.0,11.0,56,job__19_236781__320_000000__11_0,14539913,-2.5309079,249.98121712997747,-2.3326079,19.236780915397716,0.0452033700000003
144,0.2,1,-5,320.0,11.0,56,job__19_416564__320_000000__11_0,14539915,-2.52211071,252.45154019534183,-2.32381071,19.41656396353312,1.11243714
145,0.2,1,-5,320.0,11.0,56,job__19_596347__320_000000__11_0,14539917,-2.51192122,254.5251690458302,-2.31362122,19.596347134465297,1.1150378599999995
