,sigma,Pd_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
2123,0.2,1,-5,320.0,91.0,17296,job__16_073925__320_000000__91_0,14559796,-3.64706328,208.9303370219926,-3.1295632799999997,16.07392508110609,8.883999999964587e-05
2124,0.2,1,-5,320.0,91.0,17296,job__16_227010__320_000000__91_0,14559799,-3.63733767,210.91973682639062,-3.11983767,16.227010113148015,1.1099999999153454e-06
2125,0.2,1,-5,320.0,91.0,17296,job__16_380095__320_000000__91_0,14559803,-3.62654539,212.90898800511167,-3.10904539,16.38009497254192,9.594000000001657e-05
2126,0.2,1,-5,320.0,91.0,17296,job__16_533180__320_000000__91_0,14559808,-3.61500529,214.90621719784863,-3.09750529,16.533179971471505,0.022571290000000133
2127,0.2,1,-5,320.0,91.0,17296,job__16_686265__320_000000__91_0,14559811,-3.60242239,216.8985258190668,-3.08492239,16.686265064426536,0.02338718999999978
2128,0.2,1,-5,320.0,91.0,17296,job__16_839350__320_000000__91_0,14559816,-3.58856113,218.87521282002623,-3.07106113,16.83935007265283,0.00010646000000003042
2129,0.2,1,-5,340.0,91.0,17296,job__13_777650__340_000000__91_0,14559820,-3.63591887,196.13592481663972,-3.36621887,13.77764995072907,0.0041722900000000784
2130,0.2,1,-5,340.0,91.0,17296,job__13_930735__340_000000__91_0,14559824,-3.65675641,198.31663240756345,-3.38705641,13.930734925887759,0.004294160000000158
2131,0.2,1,-5,340.0,91.0,17296,job__14_083820__340_000000__91_0,14559828,-3.67450788,200.4920053982969,-3.4048078800000003,14.083819930869728,3.555000000021735e-05
2132,0.2,1,-5,340.0,91.0,17296,job__14_236905__340_000000__91_0,14559830,-3.68944212,202.6696714709032,-3.41974212,14.236905074072935,8.700000000416708e-07
2133,0.2,1,-5,340.0,91.0,17296,job__14_389990__340_000000__91_0,14559834,-3.70175982,204.8500605782335,-3.43205982,14.389989939999356,4.324000000011097e-05
2134,0.2,1,-5,340.0,91.0,17296,job__14_543075__340_000000__91_0,14559838,-3.71156401,207.02850162758386,-3.44186401,14.543074898634806,9.40000000060337e-07
2135,0.2,1,-5,340.0,91.0,17296,job__14_696160__340_000000__91_0,14559842,-3.71900615,209.21093699200208,-3.44930615,14.696159977431396,0.004914000000000307
2136,0.2,1,-5,340.0,91.0,17296,job__14_849245__340_000000__91_0,14559846,-3.72431433,211.38530675941615,-3.45461433,14.84924505609169,0.005036540000000311
2137,0.2,1,-5,340.0,91.0,17296,job__15_002330__340_000000__91_0,14559850,-3.727667,213.56450155327101,-3.457967,15.00233007103269,5.9499999999879094e-05
2138,0.2,1,-5,340.0,91.0,17296,job__15_155415__340_000000__91_0,14559854,-3.72917325,215.74382374056327,-3.4594732500000003,15.155414997935566,6.335000000001756e-05
2139,0.2,1,-5,340.0,91.0,17296,job__15_308500__340_000000__91_0,14559857,-3.72898094,217.92787540921825,-3.45928094,15.308500067444033,6.714000000007658e-05
2140,0.2,1,-5,340.0,91.0,17296,job__15_461585__340_000000__91_0,14559861,-3.72712553,220.11203854713094,-3.45742553,15.461585051942876,1.2899999999760325e-05
2141,0.2,1,-5,340.0,91.0,17296,job__15_614670__340_000000__91_0,14559865,-3.72364237,222.28366935564134,-3.45394237,15.61466994133548,0.00562554000000004
2142,0.2,1,-5,340.0,91.0,17296,job__15_767755__340_000000__91_0,14559869,-3.71879296,224.45703589973607,-3.44909296,15.767754933808263,7.790999999990333e-05
2143,0.2,1,-5,340.0,91.0,17296,job__15_920840__340_000000__91_0,14559873,-3.71278457,226.6412308860081,-3.4430845700000003,15.920839948218443,8.136000000025234e-05
2144,0.2,1,-5,340.0,91.0,17296,job__16_073925__340_000000__91_0,14559877,-3.70563721,228.82935914465924,-3.43593721,16.07392508110609,0.03047329000000021
2145,0.2,1,-5,340.0,91.0,17296,job__16_227010__340_000000__91_0,14559880,-3.69734442,231.00867336986164,-3.42764442,16.227010113148015,0.03115475000000023
2146,0.2,1,-5,340.0,91.0,17296,job__16_380095__340_000000__91_0,14559884,-3.68802952,233.1805111927078,-3.4183295200000003,16.38009497254192,0.03188772999999978
2147,0.2,1,-5,340.0,91.0,17296,job__16_533180__340_000000__91_0,14559888,-3.67790769,235.36029518121052,-3.4082076900000002,16.533179971471505,0.03268837999999974
2148,0.2,1,-5,340.0,91.0,17296,job__16_686265__340_000000__91_0,14559892,-3.66689149,237.5349675080384,-3.39719149,16.686265064426536,0.03354389000000024
2149,0.2,1,-5,340.0,91.0,17296,job__16_839350__340_000000__91_0,14559896,-3.65519649,239.72249064786197,-3.38549649,16.83935007265283,0.03445295000000037
2150,0.2,1,-5,380.0,91.0,17296,job__13_777650__380_000000__91_0,14559976,-3.65112921,231.74571606391436,-3.49092921,13.77764995072907,0.005313209999999735
2151,0.2,1,-5,380.0,91.0,17296,job__13_930735__380_000000__91_0,14559981,-3.6723627,234.3213273865369,-3.5121626999999997,13.930734925887759,0.03381867000000005
2152,0.2,1,-5,380.0,91.0,17296,job__14_083820__380_000000__91_0,14559984,-3.69066985,236.89287273528308,-3.53046985,14.083819930869728,0.033812960000000114
2153,0.2,1,-5,380.0,91.0,17296,job__14_236905__380_000000__91_0,14559989,-3.70624694,239.47397789989265,-3.54604694,14.236905074072935,0.03386240999999979
2154,0.2,1,-5,380.0,91.0,17296,job__14_389990__380_000000__91_0,14560002,-3.71925707,242.04204116135043,-3.5590570699999997,14.389989939999356,0.033966900000000244
2155,0.2,1,-5,380.0,91.0,17296,job__14_543075__380_000000__91_0,14560006,-3.729882,244.62414954927937,-3.569682,14.543074898634806,9.499999999995623e-07
2156,0.2,1,-5,380.0,91.0,17296,job__14_696160__380_000000__91_0,14560009,-3.73825194,247.1946173618677,-3.57805194,14.696159977431396,0.03431993000000011
2157,0.2,1,-5,380.0,91.0,17296,job__14_849245__380_000000__91_0,14560013,-3.74451561,249.76634318465014,-3.58431561,14.84924505609169,3.387000000021345e-05
2158,0.2,1,-5,380.0,91.0,17296,job__15_002330__380_000000__91_0,14560017,-3.74881351,252.3416041753199,-3.58861351,15.00233007103269,3.686000000024947e-05
2159,0.2,1,-5,380.0,91.0,17296,job__15_155415__380_000000__91_0,14560021,-3.75126959,254.91294250973033,-3.59106959,15.155414997935566,0.035244699999999796
2160,0.2,1,-5,380.0,91.0,17296,job__15_308500__380_000000__91_0,14560025,-3.75201301,257.49540122961207,-3.59181301,15.308500067444033,4.3020000000115743e-05
2161,0.2,1,-5,380.0,91.0,17296,job__15_461585__380_000000__91_0,14560029,-3.75114777,260.07374354904846,-3.59094777,15.461585051942876,1.1210000000261289e-05
2162,0.2,1,-5,380.0,91.0,17296,job__15_614670__380_000000__91_0,14560033,-3.74877889,262.64121761585835,-3.58857889,15.61466994133548,5.012000000004235e-05
2163,0.2,1,-5,380.0,91.0,17296,job__15_767755__380_000000__91_0,14560036,-3.74501695,265.2182302662921,-3.58481695,15.767754933808263,0.03716267999999978
2164,0.2,1,-5,380.0,91.0,17296,job__15_920840__380_000000__91_0,14560040,-3.73994443,267.79632576094355,-3.57974443,15.920839948218443,0.03776901999999982
