,sigma,Ir_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
7693,0.2,1,-5,1200.0,71.0,8436,job__14_778576__1200_000000__71_0,14573362,-9.41428312,1394.9670085579935,-9.41258312,14.778576068418321,0.015013350000000258
7694,0.2,1,-5,1200.0,71.0,8436,job__14_923464__1200_000000__71_0,14573365,-9.40699524,1408.6425703596703,-9.405295240000001,14.92346402915186,0.0005197499999987087
7695,0.2,1,-5,1200.0,71.0,8436,job__15_068352__1200_000000__71_0,14573366,-9.39709009,1422.280430051046,-9.395390090000001,15.068352061095965,1.1927896899999997
7696,0.2,1,-5,1200.0,71.0,8436,job__15_213240__1200_000000__71_0,14573368,-9.38472425,1436.0087200449273,-9.38302425,15.213240075089548,1.2078112900000004
7697,0.2,1,-5,1200.0,71.0,8436,job__15_358128__1200_000000__71_0,14573371,-9.3700454,1449.6741564243625,-9.3683454,15.358127899215242,1.2224825
7698,0.2,1,-5,1200.0,71.0,8436,job__15_503016__1200_000000__71_0,14573372,-9.35319437,1463.3383410959707,-9.351494370000001,15.50301596788761,1.2368059000000002
7699,0.2,1,-5,1200.0,71.0,8436,job__15_647904__1200_000000__71_0,14573374,-9.33430294,1477.0065435261838,-9.332602940000001,15.647903909171479,0.014192409999999711
7700,0.2,1,-5,1200.0,71.0,8436,job__15_792792__1200_000000__71_0,14573376,-9.31349705,1490.7015738549528,-9.311797050000001,15.792791934619842,0.0006436799999995912
7701,0.2,1,-5,1200.0,71.0,8436,job__15_937680__1200_000000__71_0,14573379,-9.29089454,1504.364864449542,-9.28919454,15.937679887966002,0.013860929999999883
7702,0.2,1,-5,1200.0,73.0,9139,job__13_039920__1200_000000__73_0,14573381,-9.22555507,1230.8572401720232,-9.22385507,13.039920074055445,0.00031936999999970794
7703,0.2,1,-5,1200.0,73.0,9139,job__13_184808__1200_000000__73_0,14573383,-9.26602198,1244.5312389946969,-9.26432198,13.184807943523353,0.00033097000000026355
7704,0.2,1,-5,1200.0,73.0,9139,job__13_329696__1200_000000__73_0,14573385,-9.30105565,1258.189459586599,-9.29935565,13.329696018884235,0.015571030000000263
7705,0.2,1,-5,1200.0,73.0,9139,job__13_474584__1200_000000__73_0,14573387,-9.3309751,1271.879971826424,-9.3292751,13.47458391231667,1.0036463799999993
7706,0.2,1,-5,1200.0,73.0,9139,job__13_619472__1200_000000__73_0,14573389,-9.35608016,1285.5508859509996,-9.35438016,13.619471999757408,1.02267449
7707,0.2,1,-5,1200.0,73.0,9139,job__13_764360__1200_000000__73_0,14573391,-9.37665373,1299.2224735679931,-9.37495373,13.764359906920996,1.7499999991343884e-06
7708,0.2,1,-5,1200.0,73.0,9139,job__13_909248__1200_000000__73_0,14573393,-9.39296093,1312.9028885627106,-9.39126093,13.909247991834121,0.0003984800000012001
7709,0.2,1,-5,1200.0,73.0,9139,job__14_054136__1200_000000__73_0,14573394,-9.40525232,1326.5924342637982,-9.403552320000001,14.054136029839507,1.0775465999999998
7710,0.2,1,-5,1200.0,73.0,9139,job__14_199024__1200_000000__73_0,14573396,-9.41376343,1340.2604436309982,-9.41206343,14.199024060447286,1.0951036600000013
7711,0.2,1,-5,1200.0,73.0,9139,job__14_343912__1200_000000__73_0,14573398,-9.41871724,1353.9209314760024,-9.41701724,14.343911931818813,0.00044675000000005127
7712,0.2,1,-5,1200.0,73.0,9139,job__14_488800__1200_000000__73_0,14573400,-9.42032409,1367.6170578663657,-9.41862409,14.488799950481377,1.1291170200000007
7713,0.2,1,-5,1200.0,73.0,9139,job__14_633688__1200_000000__73_0,14573403,-9.41878255,1381.2884809661275,-9.41708255,14.633687975199452,1.1455765500000012
7714,0.2,1,-5,1200.0,73.0,9139,job__14_778576__1200_000000__73_0,14573404,-9.414279,1394.9550251017308,-9.412579000000001,14.778576068418321,1.1616731199999997
7715,0.2,1,-5,1200.0,73.0,9139,job__14_923464__1200_000000__73_0,14573406,-9.40699095,1408.6363655058776,-9.405290950000001,14.92346402915186,1.1774088999999996
7716,0.2,1,-5,1200.0,73.0,9139,job__15_068352__1200_000000__73_0,14573408,-9.39708569,1422.3009200112078,-9.395385690000001,15.068352061095965,1.8800000010088525e-06
7717,0.2,1,-5,1200.0,73.0,9139,job__15_213240__1200_000000__73_0,14573411,-9.38471971,1435.997005272263,-9.383019710000001,15.213240075089548,1.207807879999999
7718,0.2,1,-5,1200.0,73.0,9139,job__15_358128__1200_000000__73_0,14573413,-9.37004072,1449.6572874707274,-9.36834072,15.358127899215242,1.2224790499999987
7719,0.2,1,-5,1200.0,73.0,9139,job__15_503016__1200_000000__73_0,14573415,-9.35318963,1463.3485143322785,-9.35148963,15.50301596788761,0.014345260000000692
7720,0.2,1,-5,1200.0,73.0,9139,job__15_647904__1200_000000__73_0,14573416,-9.33429826,1477.0261942280158,-9.332598260000001,15.647903909171479,0.0006228600000000029
7721,0.2,1,-5,1200.0,73.0,9139,job__15_792792__1200_000000__73_0,14573419,-9.31349202,1490.6926046933681,-9.31179202,15.792791934619842,1.2644142800000004
7722,0.2,1,-5,1200.0,73.0,9139,job__15_937680__1200_000000__73_0,14573421,-9.29088967,1504.3745414724806,-9.28918967,15.937679887966002,0.013855059999999142
7723,0.2,1,-5,1200.0,75.0,9880,job__13_039920__1200_000000__75_0,14573422,-9.22554809,1230.8522263703703,-9.22384809,13.039920074055445,0.00031923999999960984
7724,0.2,1,-5,1200.0,75.0,9880,job__13_184808__1200_000000__75_0,14573424,-9.26601454,1244.5142447407407,-9.26431454,13.184807943523353,0.015561339999999646
7725,0.2,1,-5,1200.0,75.0,9880,job__13_329696__1200_000000__75_0,14573427,-9.30104824,1258.2050915555556,-9.29934824,13.329696018884235,0.9842633700000007
7726,0.2,1,-5,1200.0,75.0,9880,job__13_474584__1200_000000__75_0,14573428,-9.33096728,1271.863563851852,-9.32926728,13.47458391231667,1.003658360000001
7727,0.2,1,-5,1200.0,75.0,9880,job__13_619472__1200_000000__75_0,14573431,-9.35607178,1285.550599111111,-9.354371780000001,13.619471999757408,1.0226867300000002
7728,0.2,1,-5,1200.0,75.0,9880,job__13_764360__1200_000000__75_0,14573433,-9.3766443,1299.2141392592594,-9.374944300000001,13.764359906920996,1.041347029999999
7729,0.2,1,-5,1200.0,75.0,9880,job__13_909248__1200_000000__75_0,14573435,-9.39295083,1312.905720888889,-9.39125083,13.909247991834121,1.0596382000000002
7730,0.2,1,-5,1200.0,75.0,9880,job__14_054136__1200_000000__75_0,14573437,-9.4052418,1326.5788752592593,-9.403541800000001,14.054136029839507,0.0004136199999997814
