,sigma,Ca_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
114,0.2,1,-5,300.0,11.0,56,job__41_714244__300_000000__11_0,14541714,-6.84667099,492.1329827197596,-6.78417099,41.71424377296478,5.179999999604945e-06
115,0.2,1,-5,300.0,11.0,56,job__42_135600__300_000000__11_0,14541718,-6.84673499,496.9654395191585,-6.78423499,42.135599785982734,5.199999999483396e-06
116,0.2,1,-5,300.0,11.0,56,job__42_556956__300_000000__11_0,14541721,-6.84657138,502.19909842223893,-6.78407138,42.556956149775516,3.299999997707914e-07
117,0.2,1,-5,300.0,11.0,56,job__42_978312__300_000000__11_0,14541726,-6.84581421,507.1938392186326,-6.78331421,42.97831196556285,3.299999997707914e-07
118,0.2,1,-5,300.0,11.0,56,job__43_399668__300_000000__11_0,14541729,-6.8444999,511.9241172051089,-6.7819999,43.39966800570243,6.800000003082118e-07
119,0.2,1,-5,300.0,11.0,56,job__43_821024__300_000000__11_0,14541732,-6.84318407,517.297520661157,-6.78068407,43.821023905940436,6.199999997846817e-07
120,0.2,1,-5,300.0,11.0,56,job__44_242380__300_000000__11_0,14541736,-6.84106322,521.9676934635612,-6.77856322,44.242379977316475,6.600000004297613e-07
121,0.2,1,-5,300.0,11.0,56,job__44_663736__300_000000__11_0,14541740,-6.83869412,526.8542449286251,-6.77619412,44.66373623576788,5.9700000001328135e-06
122,0.2,1,-5,300.0,11.0,56,job__45_085092__300_000000__11_0,14541744,-6.83620363,532.1104432757326,-6.77370363,45.08509187473613,6.220000000389803e-06
123,0.2,1,-5,300.0,11.0,56,job__45_506448__300_000000__11_0,14541748,-6.83315289,536.9834710743802,-6.77065289,45.50644809268554,6.909999999749061e-06
124,0.2,1,-5,300.0,11.0,56,job__45_927804__300_000000__11_0,14541751,-6.82987161,542.0142749812171,-6.76737161,45.92780424153807,6.979999999323638e-06
125,0.2,1,-5,300.0,11.0,56,job__46_349160__300_000000__11_0,14541755,-6.8262017,546.8707738542449,-6.7637017,46.3491601728603,6.760000000660682e-06
126,0.2,1,-5,320.0,11.0,56,job__37_922040__320_000000__11_0,14541759,-6.82240263,492.9984973703982,-6.77550263,37.92204012086599,8.052000000002835e-05
127,0.2,1,-5,320.0,11.0,56,job__38_343396__320_000000__11_0,14541763,-6.82752236,498.1915852742299,-6.78062236,38.3433960584714,0.14283428000000065
128,0.2,1,-5,320.0,11.0,56,job__38_764752__320_000000__11_0,14541767,-6.83208645,503.9120961682945,-6.78518645,38.76475179313074,0.14508832000000016
129,0.2,1,-5,320.0,11.0,56,job__39_186108__320_000000__11_0,14541771,-6.83608497,509.465815176559,-6.78918497,39.18610790777517,8.679999999650079e-06
130,0.2,1,-5,320.0,11.0,56,job__39_607464__320_000000__11_0,14541772,-6.83951926,514.8812922614576,-6.79261926,39.60746399404696,0.00020387999999993411
131,0.2,1,-5,320.0,11.0,56,job__40_028820__320_000000__11_0,14541776,-6.84238833,520.1284748309541,-6.79548833,40.028819879660865,1.1160000000565162e-05
132,0.2,1,-5,320.0,11.0,56,job__40_450176__320_000000__11_0,14541780,-6.84482168,526.0969196093163,-6.79792168,40.45017602158933,1.1169999999616209e-05
133,0.2,1,-5,320.0,11.0,56,job__40_871532__320_000000__11_0,14541785,-6.84658203,531.1187077385424,-6.7996820300000005,40.8715321241908,1.1270000000784819e-05
134,0.2,1,-5,320.0,11.0,56,job__41_292888__320_000000__11_0,14541789,-6.84780079,536.9834710743802,-6.80090079,41.292887959934625,6.8799999999313854e-06
135,0.2,1,-5,320.0,11.0,56,job__41_714244__320_000000__11_0,14541793,-6.84837461,542.2667167543201,-6.80147461,41.71424377296478,0.0002334000000008274
